행정구역별,연령별,2005,2005,2005
행정구역별,연령별,인구 (명),남자 (명),여자 (명)
종로구,계,154043,76736,77307
중구,계,126679,63310,63369
용산구,계,211109,102507,108602
성동구,계,324986,162485,162501
광진구,계,364407,180273,184134
동대문구,계,371024,185712,185312
중랑구,계,412380,204425,207955
성북구,계,440254,218038,222216
강북구,계,338422,166794,171628
도봉구,계,367998,181818,186180
노원구,계,603238,296760,306478
은평구,계,446550,220403,226147
서대문구,계,340327,166275,174052
마포구,계,370790,180207,190583
양천구,계,472751,235863,236888
강서구,계,537701,265007,272694
구로구,계,402093,202640,199453
금천구,계,249375,125861,123514
영등포구,계,392507,196885,195622
동작구,계,407644,203094,204550
관악구,계,527690,269221,258469
서초구,계,370850,180938,189912
강남구,계,508108,245264,262844
송파구,계,577362,284395,292967
강동구,계,444258,222201,222057
중구,계,52199,25352,26847
서구,계,132734,64820,67914
동구,계,103226,50865,52361
영도구,계,157538,78347,79191
부산진구,계,398284,196192,202092
동래구,계,261684,128978,132706
남구,계,293240,145552,147688
북구,계,328939,163859,165080
해운대구,계,392564,192462,200102
사하구,계,358514,177829,180685
금정구,계,258419,127599,130820
강서구,계,45726,22965,22761
연제구,계,211437,104381,107056
수영구,계,172189,83397,88792
사상구,계,273223,137360,135863
기장군,계,72631,35902,36729
중구,계,74514,36097,38417
동구,계,333873,166952,166921
서구,계,243409,122467,120942
남구,계,179747,86883,92864
북구,계,458962,230877,228085
수성구,계,425298,211395,213903
달서구,계,590892,296593,294299
달성군,계,149321,75904,73417
중구,계,85392,43299,42093
동구,계,74285,36998,37287
남구,계,412816,208015,204801
연수구,계,262782,131974,130808
남동구,계,369288,184880,184408
부평구,계,546321,272552,273769
계양구,계,325626,162926,162700
서구,계,371204,187630,183574
강화군,계,57705,28086,29619
옹진군,계,12261,6252,6009
동구,계,119783,59568,60215
서구,계,313426,155197,158229
남구,계,214149,104592,109557
북구,계,460098,227958,232140
광산구,계,306188,153950,152238
동구,계,231923,116313,115610
중구,계,255565,127043,128522
서구,계,508388,251362,257026
유성구,계,221206,113719,107487
대덕구,계,221469,112297,109172
중구,계,225810,115639,110171
남구,계,337168,172520,164648
동구,계,177005,93103,83902
북구,계,140805,73866,66939
울주군,계,164146,82903,81243
수원시,계,1039233,522722,516511
수원시장안구,계,285401,143764,141637
수원시권선구,계,290546,146071,144475
수원시팔달구,계,214913,106234,108679
수원시영통구,계,248373,126653,121720
성남시,계,931019,465329,465690
성남시수정구,계,254015,128246,125769
성남시중원구,계,260034,131029,129005
성남시분당구,계,416970,206054,210916
의정부시,계,397694,197280,200414
안양시,계,609886,304311,305575
안양시만안구,계,262286,131265,131021
안양시동안구,계,347600,173046,174554
부천시,계,833931,416634,417297
부천시원미구,계,433046,215778,217268
부천시소사구,계,217700,108784,108916
부천시오정구,계,183185,92072,91113
광명시,계,319452,158582,160870
평택시,계,374262,189554,184708
동두천시,계,78897,39330,39567
안산시,계,669839,342476,327363
안산시상록구,계,353758,179473,174285
안산시단원구,계,316081,163003,153078
고양시,계,864402,427182,437220
고양시덕양구,계,375812,187200,188612
고양시일산동,계,213790,104835,108955
고양시일산서,계,274800,135147,139653
과천시,계,56587,28052,28535
구리시,계,186954,92885,94069
남양주시,계,424446,212259,212187
오산시,계,131792,66352,65440
시흥시,계,384304,199713,184591
군포시,계,268917,133990,134927
의왕시,계,143568,71847,71721
하남시,계,121646,61754,59892
용인시,계,686842,341976,344866
용인시처인구,계,190252,96738,93514
용인시기흥구,계,229748,113408,116340
용인시수지구,계,266842,131830,135012
파주시,계,239823,121189,118634
이천시,계,187514,92801,94713
안성시,계,157632,79824,77808
김포시,계,192716,96699,96017
화성시,계,282124,146882,135242
광주시,계,204266,103535,100731
양주시,계,149931,76076,73855
포천시,계,139472,71070,68402
여주군,계,98441,48922,49519
연천군,계,41300,20820,20480
가평군,계,49059,24558,24501
양평군,계,75057,37403,37654
춘천시,계,260234,128675,131559
