행정구역별,연령별,1980,1980,1980
행정구역별,연령별,인구 (명),남자 (명),여자 (명)
종로구,계,291960,143417,148543
중구,계,238476,119022,119454
용산구,계,330730,163757,166973
성동구,계,687249,344754,342495
동대문구,계,847620,424486,423134
성북구,계,588347,291798,296549
도봉구,계,753181,376717,376464
은평구,계,382706,190572,192134
서대문구,계,417854,207821,210033
마포구,계,432131,214851,217280
강서구,계,500882,250586,250296
구로구,계,568596,280885,287711
영등포구,계,431291,213362,217929
동작구,계,392719,196323,196396
관악구,계,501474,252868,248606
강남구,계,474121,233986,240135
강동구,계,511279,254854,256425
중구,계,97767,48156,49611
서구,계,235023,117209,117814
동구,계,217076,108240,108836
영도구,계,213092,107761,105331
부산진구,계,505669,250313,255356
동래구,계,676851,333348,343503
남구,계,467638,233922,233716
북구,계,338375,169528,168847
해운대구,계,196653,95994,100659
사하출장소,계,208787,104158,104629
시부,계,2376701,1185629,1191072
수원시,계,310104,153435,156669
성남시,계,376822,187842,188980
의정부시,계,133070,65850,67220
안양시,계,253477,124713,128764
부천시,계,221397,112694,108703
양주군,계,133848,65889,67959
여주군,계,98198,49901,48297
화성군,계,217040,108772,108268
파주군,계,165016,82096,82920
광주군,계,106720,53888,52832
연천군,계,67037,33803,33234
포천군,계,109049,55344,53705
가평군,계,62005,31489,30516
양평군,계,93372,47581,45791
이천군,계,109183,55272,53911
용인군,계,135537,67741,67796
안성군,계,127891,65194,62697
김포군,계,96854,48862,47992
남양주군,계,191461,97397,94064
평택군,계,234209,117052,117157
고양군,계,155581,78762,76819
강화군,계,90797,44799,45998
옹진군,계,39836,20209,19627
반월출장소,계,31139,16405,14734
시흥군,계,288861,146210,142651
인천시,계,1081831,541095,540736
인천시중구,계,83152,41092,42060
인천시 동구,계,162319,81900,80419
인천시 남구,계,486445,245685,240760
인천시 북구,계,349915,172418,177497
시부,계,578694,291605,287089
춘천시,계,155205,77517,77688
원주시,계,136737,68603,68134
강릉시,계,116702,58662,58040
동해시,계,104291,53595,50696
속초시,계,65759,33228,32531
홍천군,계,100983,51838,49145
횡성군,계,71475,36788,34687
영월군,계,95495,49425,46070
평창군,계,78674,40943,37731
정선군,계,133817,69686,64131
철원군,계,64362,32709,31653
화천군,계,38533,19798,18735
양구군,계,33662,17080,16582
인제군,계,47750,24555,23195
고성군,계,49197,24979,24218
양양군,계,42209,21138,21071
춘성군,계,55704,28474,27230
원성군,계,61739,31730,30009
명주군,계,86545,44029,42516
삼척군,계,251387,130206,121181
시부,계,451368,226366,225002
청주시,계,253008,125788,127220
충주시,계,112944,57303,55641
제천시,계,85416,43275,42141
청원군,계,173447,88964,84483
보은군,계,80866,41716,39150
옥천군,계,91256,46549,44707
영동군,계,95046,47905,47141
진천군,계,64106,32862,31244
괴산군,계,117595,59938,57657
음성군,계,96311,49179,47132
단양군,계,72882,37516,35366
중원군,계,104048,53926,50122
제원군,계,76456,39406,37050
시부,계,771799,389736,382063
천안시,계,120441,59925,60516
금산군,계,103978,52818,51160
연기군,계,97328,49241,48087
논산군,계,207128,104446,102682
부여군,계,153739,77136,76603
서천군,계,129457,64765,64692
청양군,계,72674,36719,35955
홍성군,계,132077,66659,65418
예산군,계,147650,74176,73474
당진군,계,150768,76199,74569
공주군,계,167331,85360,81971
보령군,계,151203,76588,74615
서산군,계,249187,125509,123678
아산군,계,157846,79056,78790
천원군,계,110472,56522,53950
대덕군,계,152025,76921,75104
대전시,계,651358,329811,321547
대전시 동구,계,272546,139449,133097
대전시 중구,계,378812,190362,188450
시부,계,677195,340103,337092
전주시,계,367037,184379,182658
군산시,계,165046,82220,82826
익산시,계,145112,73504,71608
완주군,계,152257,77088,75169
진안군,계,78484,39417,39067
무주군,계,56636,28653,27983
장수군,계,57820,29107,28713
임실군,계,83955,42056,41899
순창군,계,73624,36544,37080
고창군,계,144935,71750,73185
부안군,계,130979,65444,65535
이리시,계,145112,73504,71608
남원군,계,155067,77252,77815
정읍군,계,220882,110137,110745
김제군,계,193095,96236,96859
옥구군,계,105852,53105,52747
익산군,계,155939,78360,77579
시부,계,1224096,621180,602916
목포시,계,221754,111603,110151
여수시,계,160906,80730,80176
순천시,계,114177,58510,55667
담양군,계,91127,45505,45622
곡성군,계,75090,37122,37968
구례군,계,57962,28889,29073
여천군,계,101436,51572,49864
고흥군,계,191627,96874,94753
보성군,계,127523,63508,64015
화순군,계,107405,53836,53569
