행정구역별,연령별,1990,1990,1990
행정구역별,연령별,인구 (명),남자 (명),여자 (명)
종로구,계,242891,122124,120767
중구,계,187355,94113,93242
용산구,계,300264,149870,150394
성동구,계,798510,404741,393769
동대문구,계,503257,253441,249816
중랑구,계,448383,224594,223789
성북구,계,551017,277758,273259
도봉구,계,671649,336601,335048
노원구,계,479867,239385,240482
은평구,계,469795,235168,234627
서대문구,계,385476,193326,192150
마포구,계,435176,217052,218124
양천구,계,490343,246128,244215
강서구,계,391016,196030,194986
구로구,계,747944,376202,371742
영등포구,계,469862,236720,233142
동작구,계,403647,203106,200541
관악구,계,574240,292611,281629
서초구,계,395362,196836,198526
강남구,계,490767,245025,245742
송파구,계,634124,313792,320332
강동구,계,532305,266734,265571
중구,계,77177,37488,39689
서구,계,203434,99952,103482
동구,계,183974,91340,92634
영도구,계,204509,102927,101582
부산진구,계,514831,254208,260623
동래구,계,596473,294816,301657
남구,계,547630,272445,275185
북구,계,476854,237130,239724
해운대구,계,250304,123012,127292
사하구,계,342647,170140,172507
금정구,계,318802,157215,161587
강서구,계,79257,40051,39206
중구,계,152613,75231,77382
동구,계,359668,180016,179652
서구,계,406352,205052,201300
남구,계,276678,136404,140274
북구,계,321541,160722,160819
수성구,계,351613,175818,175795
달서구,계,359514,179446,180068
중구,계,80799,40524,40275
동구,계,124163,62677,61486
남구,계,457436,231025,226411
남동구,계,307031,154075,152956
서구,계,230241,115901,114340
북구,계,616658,310036,306622
동구,계,191681,96393,95288
서구,계,472266,236094,236172
북구,계,353025,177756,175269
광산구,계,121745,60800,60945
동구,계,302445,152858,149587
중구,계,293629,146731,146898
서구,계,211675,106319,105356
유성구,계,79260,42370,36890
대덕구,계,162113,81666,80447
시부,계,4076771,2044190,2032581
수원시,계,644622,322452,322170
수원시장안구,계,314776,156817,157959
수원시권선구,계,329846,165635,164211
성남시,계,540690,271377,269313
성남시수정구,계,265242,133507,131735
성남시중원구,계,275448,137870,137578
의정부시,계,212273,105876,106397
안양시,계,481240,238937,242303
안양시만안출장소,계,257779,128408,129371
안양시동안출장소,계,223461,110529,112932
부천시,계,667896,335963,331933
부천시중구,계,336682,170961,165721
부천시남구,계,331214,165002,166212
광명시,계,328423,162139,166284
평택시,계,79124,40128,38996
동두천시,계,71437,35272,36165
안산시,계,252407,130630,121777
과천시,계,72325,35696,36629
구리시,계,109370,54992,54378
오산시,계,59475,29472,30003
시흥시,계,107171,54264,52907
군포시,계,100054,50881,49173
의왕시,계,96891,48364,48527
하남시,계,101321,51609,49712
양주군,계,84663,44118,40545
여주군,계,96879,49483,47396
화성군,계,187349,94731,92618
파주군,계,184982,93880,91102
광주군,계,76586,39734,36852
연천군,계,61280,31395,29885
포천군,계,110918,56768,54150
가평군,계,50942,25850,25092
양평군,계,77110,38932,38178
이천군,계,148662,73872,74790
용인군,계,187975,95560,92415
안성군,계,118260,59878,58382
김포군,계,114551,58978,55573
송탄시,계,77357,38630,38727
미금시,계,74695,37508,37187
남양주군,계,125614,64469,61145
평택군,계,115215,58367,56848
고양군,계,244921,123692,121229
강화군,계,71600,35138,36462
옹진군,계,20081,10124,9957
시부,계,783254,395342,387912
춘천시,계,174124,87684,86440
원주시,계,162266,81709,80557
강릉시,계,152580,76542,76038
동해시,계,89142,44900,44242
태백시,계,89767,46343,43424
속초시,계,73758,36819,36939
삼척시,계,41617,21345,20272
홍천군,계,77792,39308,38484
횡성군,계,48468,24461,24007
영월군,계,64595,33101,31494
평창군,계,53255,27247,26008
정선군,계,88368,45781,42587
철원군,계,52588,26564,26024
화천군,계,28883,14661,14222
양구군,계,28489,14848,13641
인제군,계,36599,18534,18065
고성군,계,40891,20564,20327
양양군,계,35643,17721,17922
춘성군,계,43645,22137,21508
원주군,계,52160,27184,24976
명주군,계,76354,39113,37241
삼척군,계,68875,35279,33596
시부,계,705790,351578,354212
청주시,계,477663,236383,241280
청주시동부출장소,계,211096,106582,104514
청주시서부출장소,계,266567,129801,136766
충주시,계,128358,65163,63195
제천시,계,99769,50032,49737
청원군,계,114641,57627,57014
보은군,계,52263,26189,26074
옥천군,계,70110,35265,34845
영동군,계,76802,38526,38276
진천군,계,49232,24891,24341
괴산군,계,93046,47082,45964
음성군,계,74674,37872,36802
단양군,계,49616,25210,24406
중원군,계,65157,33205,31952
제원군,계,37891,19361,18530
시부,계,467166,233989,233177
천안시,계,211269,105652,105617
공주시,계,65163,32425,32738
서산시,계,55899,27979,27920
금산군,계,84058,42799,41259
연기군,계,90493,45932,44561
논산군,계,175674,88577,87097
부여군,계,116898,58192,58706
서천군,계,100500,50535,49965
청양군,계,53744,27193,26551
홍성군,계,105361,53011,52350
예산군,계,128694,64684,64010
태안군,계,83489,41837,41652
당진군,계,131732,66833,64899
계룡출장소,계,11684,5824,5860
대천시,계,56898,28507,28391
온양시,계,66253,33602,32651
공주군,계,92867,47419,45448
보령군,계,89077,45308,43769
서산군,계,92585,51845,40740
아산군,계,98629,50136,48493
천원군,계,102303,52703,49600
시부,계,1143394,568493,574901
전주시,계,516965,256608,260357
전주시완산구,계,246407,121636,124771
전주시덕진구,계,270558,134972,135586
군산시,계,218112,108682,109430
남원시,계,63146,31139,32007
김제시,계,55116,27373,27743
완주군,계,88343,44461,43882
진안군,계,44755,22276,22479
무주군,계,37180,19211,17969
장수군,계,34169,16801,17368
임실군,계,48327,23825,24502
순창군,계,45457,22398,23059
고창군,계,95717,47298,48419
부안군,계,102805,51221,51584
이리시,계,203186,101446,101740
정주시,계,86869,43245,43624
남원군,계,61367,30297,31070
정읍군,계,98394,49428,48966
김제군,계,94651,47083,47568
옥구군,계,68844,34411,34433
익산군,계,105975,52790,53185
시부,계,767070,392455,374615
목포시,계,243035,121481,121554
여수시,계,173135,86831,86304
순천시,계,167162,85006,82156
나주시,계,55266,27626,27640
여천시,계,63797,32843,30954
담양군,계,73855,37422,36433
곡성군,계,49704,24340,25364
구례군,계,41392,20227,21165
여천군,계,68540,34334,34206
고흥군,계,134290,66997,67293
보성군,계,106733,54277,52456
화순군,계,86697,44582,42115
장흥군,계,68281,33550,34731
강진군,계,70583,35020,35563
해남군,계,134267,66972,67295
영암군,계,68832,33359,35473
무안군,계,90497,45729,44768
함평군,계,63091,31361,31730
영광군,계,85421,42489,42932
장성군,계,61816,30543,31273
완도군,계,85750,43074,42676
진도군,계,54609,26791,27818
신안군,계,102408,53142,49266
동광양시,계,64675,38668,26007
광양군,계,85436,43585,41851
승주군,계,104344,53858,50486
나주군,계,103328,52239,51089
시부,계,1157123,581474,575649
포항시,계,317648,163030,154618
경주시,계,141840,70503,71337
김천시,계,81303,40948,40355
안동시,계,116921,57648,59273
구미시,계,206088,102091,103997
영주시,계,84344,42111,42233
영천시,계,48847,24148,24699
상주시,계,51848,25988,25860
경산시,계,60494,30974,29520
군위군,계,36874,18505,18369
의성군,계,96892,47951,48941
청송군,계,43754,22081,21673
영양군,계,31170,15791,15379
영덕군,계,65411,31868,33543
청도군,계,60509,29541,30968
고령군,계,35278,17525,17753
성주군,계,53080,25921,27159
칠곡군,계,78920,39633,39287
예천군,계,79183,39187,39996
봉화군,계,58159,29271,28888
울진군,계,69984,34548,35436
울릉군,계,15283,7936,7347
점촌시,계,47790,24033,23757
안동군,계,80267,40507,39760
영일군,계,165060,82733,82327
경주군,계,125590,62122,63468
영천군,계,71674,35574,36100
경산군,계,84559,41108,43451
금릉군,계,70649,35208,35441
선산군,계,62425,31118,31307
상주군,계,96332,47961,48371
문경군,계,71610,36605,35005
영풍군,계,56526,28318,28208
달성군,계,93797,47557,46240
시부,계,2237387,1132617,1104770
창원시,계,323094,168764,154330
울산시,계,682030,355634,326396
울산시중구,계,257490,134800,122690
울산시남구,계,256151,132406,123745
울산시동구,계,168389,88428,79961
마산시,계,493673,240992,252681
마산시합포구,계,237494,117482,120012
마산시회원구,계,256179,123510,132669
진주시,계,255658,126706,128952
진해시,계,120159,59521,60638
김해시,계,106198,52179,54019
밀양시,계,53052,26187,26865
의령군,계,48987,24263,24724
함안군,계,59806,29109,30697
창녕군,계,84170,40988,43182
양산군,계,159843,79729,80114
고성군,계,67649,32876,34773
남해군,계,71500,34682,36818
하동군,계,65866,32330,33536
산청군,계,50175,24814,25361
함양군,계,55011,26823,28188
거창군,계,77568,38319,39249
합천군,계,72634,35378,37256
충무시,계,92151,45775,46376
삼천포시,계,62813,30963,31850
장승포시,계,48559,25896,22663
진양군,계,73005,36450,36555
밀양군,계,79976,39051,40925
울주군,계,122938,61305,61633
김해군,계,78924,39277,39647
의창군,계,72210,35997,36213
통영군,계,46186,23468,22718
거제군,계,94581,47983,46598
사천군,계,53093,26048,27045
시부,계,320812,159007,161805
제주시,계,232553,114735,117818
서귀포시,계,88259,44272,43987
북제주군,계,108801,53345,55456
남제주군,계,84823,41880,42943
