행정구역별,연령별,2000,2000,2000
행정구역별,연령별,인구 (명),남자 (명),여자 (명)
종로구,계,168879,84896,83983
중구,계,130370,65334,65036
용산구,계,226540,111740,114800
성동구,계,322990,163246,159744
광진구,계,380164,191497,188667
동대문구,계,366282,186174,180108
중랑구,계,440018,220158,219860
성북구,계,459011,231530,227481
강북구,계,340327,169546,170781
도봉구,계,352098,176565,175533
노원구,계,605825,301215,304610
은평구,계,442089,221233,220856
서대문구,계,348769,172940,175829
마포구,계,365398,180740,184658
양천구,계,458998,231396,227602
강서구,계,503775,250547,253228
구로구,계,390275,199469,190806
금천구,계,265365,135352,130013
영등포구,계,387404,196381,191023
동작구,계,400351,202463,197888
관악구,계,503957,258922,245035
서초구,계,367096,181644,185452
강남구,계,521436,257058,264378
송파구,계,632983,314595,318388
강동구,계,473572,238909,234663
중구,계,57669,28223,29446
서구,계,147647,72373,75274
동구,계,121398,60070,61328
영도구,계,177636,89173,88463
부산진구,계,415457,207477,207980
동래구,계,289183,144029,145154
남구,계,289452,145217,144235
북구,계,298539,150031,148508
해운대구,계,395405,196099,199306
사하구,계,374476,186830,187646
금정구,계,284065,141398,142667
강서구,계,53590,27174,26416
연제구,계,215206,107100,108106
수영구,계,175154,85862,89292
사상구,계,292685,148052,144633
기장군,계,67875,33431,34444
중구,계,86014,42098,43916
동구,계,334487,168189,166298
서구,계,281638,143050,138588
남구,계,191775,93697,98078
북구,계,399519,202188,197331
수성구,계,448493,224310,224183
달서구,계,584392,294859,289533
달성군,계,147672,75290,72382
중구,계,65775,33130,32645
동구,계,72792,36615,36177
남구,계,408835,207266,201569
연수구,계,259790,130523,129267
남동구,계,395289,199334,195955
부평구,계,528403,266236,262167
계양구,계,326522,164472,162050
서구,계,335339,170362,164977
강화군,계,60289,29565,30724
옹진군,계,13304,6824,6480
동구,계,116332,58062,58270
서구,계,280676,140058,140618
남구,계,229318,113156,116162
북구,계,477591,237519,240072
광산구,계,247031,124371,122660
동구,계,247143,124867,122276
중구,계,253673,126565,127108
서구,계,470327,234656,235671
유성구,계,161591,85133,76458
대덕구,계,233227,118119,115108
중구,계,227244,116508,110736
남구,계,323761,166375,157386
동구,계,182658,95576,87082
북구,계,118088,61645,56443
울주군,계,160359,80552,79807
수원시,계,944239,475189,469050
수원시 장안구,계,305348,153512,151836
수원시 권선구,계,315396,159206,156190
수원시 팔달구,계,323495,162471,161024
성남시,계,912222,459732,452490
성남시 수정구,계,259068,131223,127845
성남시 중원구,계,270383,137100,133283
성남시 분당구,계,382771,191409,191362
의정부시,계,354422,177172,177250
안양시,계,578845,290731,288114
안양시 만안구,계,254074,127805,126269
안양시 동안구,계,324771,162926,161845
부천시,계,757832,382610,375222
부천시 원미구,계,380360,191373,188987
부천시 소사구,계,194235,98174,96061
부천시 오정구,계,183237,93063,90174
광명시,계,333596,166823,166773
평택시,계,342806,172052,170754
동두천시,계,72366,36357,36009
안산시,계,554998,285662,269336
고양시,계,762598,380225,382373
고양시 덕양구,계,360408,180530,179878
고양시 일산구,계,402190,199695,202495
과천시,계,66592,32999,33593
구리시,계,160485,80627,79858
남양주시,계,339545,171069,168476
오산시,계,102287,52235,50052
시흥시,계,304260,155120,149140
군포시,계,262593,132182,130411
의왕시,계,117594,59596,57998
하남시,계,120149,61301,58848
용인시,계,384741,192898,191843
파주시,계,177128,89732,87396
이천시,계,179081,88116,90965
안성시,계,132906,66978,65928
김포시,계,148576,75101,73475
양주군,계,107440,55472,51968
여주군,계,97412,48992,48420
화성군,계,185979,96195,89784
광주군,계,124789,63530,61259
연천군,계,48915,24915,24000
포천군,계,135758,69582,66176
가평군,계,52024,26286,25738
양평군,계,75574,37883,37691
춘천시,계,252177,125439,126738
원주시,계,267849,134634,133215
강릉시,계,227856,113627,114229
동해시,계,96280,48729,47551
태백시,계,54164,27836,26328
속초시,계,87880,43247,44633
삼척시,계,75592,38450,37142
홍천군,계,67094,33838,33256
횡성군,계,40900,20602,20298
영월군,계,43732,21894,21838
평창군,계,41162,20581,20581
정선군,계,46048,23983,22065
철원군,계,47901,24283,23618
화천군,계,22726,11468,11258
양구군,계,21118,10666,10452
인제군,계,30771,15742,15029
고성군,계,32207,16042,16165
양양군,계,29079,15101,13978
청주시,계,585622,291748,293874
청주시 상당구,계,232220,115999,116221
청주시 흥덕구,계,353402,175749,177653
충주시,계,217510,110355,107155
제천시,계,143537,72770,70767
청원군,계,115634,57769,57865
보은군,계,38261,18793,19468
